CASE	CORPUS	FILE	MATCHLEMMA	COMPLEMENTIZER	TYPE	L1	REGISTER	L_MATRBE4S	SURPRISAL
4372	ICE-GB	S1A-084	think	present	obj	English	spoken	0	9.6183654293
4373	ICLE	SPM08001	think	present	obj	Spanish	written	0	9.6183654293
4374	ICE-GB	S2B-018	think	absent	obj	English	spoken	0	9.6183654293
4375	ICLE	GEBA1026	think	absent	obj	German	written	0	9.6183654293
4376	ICE-GB	S1A-089	think	absent	obj	English	spoken	0	9.5252560249
4377	ICE-GB	S1B-070	think	absent	obj	English	spoken	0	9.5252560249
4378	ICE-GB	S2A-004	think	absent	obj	English	spoken	0	9.5252560249
4379	ICLE	GEDR1008	think	absent	obj	German	written	0	9.5252560249
4380	LINDSEI	GE040	think	absent	obj	German	spoken	0	9.8248163067
4381	ICE-GB	S2A-064	think	absent	obj	English	spoken	0	9.8248163067
4382	ICE-GB	S1B-035	think	present	obj	English	spoken	0	11.4808619055
4383	ICE-GB	S1B-039	think	absent	obj	English	spoken	0	11.4808619055
4384	ICE-GB	S1B-040	think	absent	obj	English	spoken	0	11.4808619055
4385	ICLE	GEBA1038	think	absent	obj	German	written	0	10.0495225939
4386	ICE-GB	S1B-059	think	absent	obj	English	spoken	6	8.2260480065
4387	ICE-GB	S1A-030	think	absent	obj	English	spoken	0	8.2260480065
4388	ICE-GB	W2F-018	think	absent	obj	English	written	0	8.2260480065
4389	ICLE	GEAU1026	think	present	sub	German	written	0	8.2260480065
4390	ICE-GB	S1B-074	think	absent	obj	English	spoken	0	8.2260480065
4391	ICE-GB	S1B-041	think	present	obj	English	spoken	0	8.2260480065
4392	LINDSEI	GE022	think	absent	obj	German	spoken	0	8.2260480065
4393	ICE-GB	S1B-063	think	absent	obj	English	spoken	0	8.2260480065
4394	LINDSEI	GE001	think	absent	obj	German	spoken	0	8.2260480065
4395	ICE-GB	S1B-025	think	absent	obj	English	spoken	0	8.2260480065
4396	ICE-GB	S1A-076	think	absent	obj	English	spoken	0	8.2260480065
4397	ICLE	SPAL1004	think	present	obj	Spanish	written	0	16.5252560249
4398	ICLE	GEBA1023	think	present	obj	German	written	5	14.20332793
4399	LINDSEI	SP031	think	absent	obj	Spanish	spoken	0	12.8248163067
4400	LINDSEI	GE023	think	absent	obj	German	spoken	0	10.3553310234
4401	ICLE	GEDR1008	think	present	obj	German	written	12	10.3553310234
4402	ICLE	SPM03004	think	present	obj	Spanish	written	0	15.5252560249
4403	ICLE	GEDR1006	think	absent	obj	German	written	7	15.5252560249
4404	ICLE	GESA4003	think	present	obj	German	written	0	9.1243765886
4405	ICE-GB	S1B-046	see	present	obj	English	spoken	0	9.1243765886
4406	ICE-GB	S1A-030	think	present	obj	English	spoken	0	9.9253431827
4407	ICLE	GESA3009	think	absent	obj	German	written	8	14.5252560249
4408	LINDSEI	GE002	think	absent	obj	German	spoken	0	3.8209200537
4409	LINDSEI	SP021	think	absent	obj	Spanish	spoken	0	3.8209200537
4410	ICE-GB	S2A-040	think	present	obj	English	spoken	0	13.7179011028
4411	ICE-GB	S1A-022	think	absent	obj	English	spoken	0	9.230635276
4412	LINDSEI	GE006	think	absent	obj	German	spoken	0	9.230635276
4413	ICE-GB	S1A-013	think	absent	obj	English	spoken	0	9.230635276
4414	ICE-GB	S1B-036	think	present	obj	English	spoken	7	11.239853806
4415	ICE-GB	S2B-012	think	absent	obj	English	spoken	0	8.3755089054
4416	ICE-GB	S1A-004	think	absent	obj	English	spoken	0	8.3755089054
4417	ICE-GB	S1B-014	think	absent	obj	English	spoken	0	8.3755089054
4418	ICE-GB	S1B-039	think	absent	obj	English	spoken	0	8.3755089054
4419	LINDSEI	GE011	think	absent	obj	German	spoken	0	8.3755089054
4420	ICE-GB	S1A-089	think	absent	obj	English	spoken	0	8.3755089054
4421	ICLE	GESA4009	think	present	obj	German	written	0	8.3755089054
4422	ICE-GB	S1A-024	think	absent	obj	English	spoken	0	8.3755089054
4423	ICE-GB	S2A-069	think	absent	obj	English	spoken	0	8.3755089054
4424	ICE-GB	S2B-006	think	absent	obj	English	spoken	0	8.3755089054
4425	ICE-GB	S1A-002	think	present	obj	English	spoken	0	8.3755089054
4426	ICE-GB	S1B-022	think	absent	obj	English	spoken	0	8.3755089054
4427	ICE-GB	S2B-007	think	present	obj	English	spoken	0	8.3755089054
4428	LINDSEI	GE020	think	absent	obj	German	spoken	11	8.3755089054
4429	ICE-GB	S1A-054	think	absent	obj	English	spoken	0	8.3755089054
4430	ICE-GB	S2A-031	think	absent	obj	English	spoken	0	8.3755089054
4431	ICE-GB	S1B-050	think	absent	obj	English	spoken	0	8.3755089054
4432	ICE-GB	S1B-045	think	absent	obj	English	spoken	0	8.3755089054
4433	ICE-GB	S1B-050	think	absent	obj	English	spoken	0	8.3755089054
4434	LINDSEI	GE025	think	absent	obj	German	spoken	0	8.3755089054
4435	ICLE	GESA3004	think	present	obj	German	written	49	8.3755089054
4436	ICLE	GESA4011	think	present	obj	German	written	6	9.5252560249
4437	ICLE	GESA5033	think	absent	obj	German	written	0	9.5252560249
4438	ICLE	SPM10003	think	present	obj	Spanish	written	11	9.5252560249
4439	ICLE	SPM03016	think	present	obj	Spanish	written	15	9.5252560249
4440	ICE-GB	S1B-043	think	present	obj	English	spoken	3	11.20332793
4441	ICE-GB	S1B-035	think	absent	obj	English	spoken	0	12.8248163067
4442	ICE-GB	S1A-003	think	absent	obj	English	spoken	0	8.9032042054
4443	ICLE	GESA3007	think	present	obj	German	written	0	8.9032042054
4444	ICLE	GESA4009	think	present	obj	German	written	9	8.9032042054
4445	ICLE	SPM08013	think	present	obj	Spanish	written	0	8.9032042054
4446	LINDSEI	GE028	think	absent	obj	German	spoken	0	8.9032042054
4447	ICLE	SPM07002	think	present	obj	Spanish	written	0	8.9032042054
4448	LINDSEI	GE016	think	absent	obj	German	spoken	12	8.9032042054
4449	LINDSEI	GE042	think	absent	obj	German	spoken	0	8.9032042054
4450	ICE-GB	S1A-091	think	absent	obj	English	spoken	0	8.9032042054
4451	ICE-GB	S2B-001	think	absent	obj	English	spoken	0	8.9032042054
4452	ICE-GB	S1A-022	think	absent	obj	English	spoken	0	8.9032042054
4453	ICE-GB	W1B-003	think	absent	obj	English	spoken	0	8.9032042054
4454	ICLE	SPM07005	think	present	obj	Spanish	written	0	8.9032042054
4455	ICE-GB	S1B-079	think	absent	obj	English	spoken	0	8.9032042054
4456	ICLE	SPM01017	think	present	obj	Spanish	written	0	8.9032042054
4457	ICLE	SPM03016	think	present	obj	Spanish	written	16	8.9032042054
4458	ICE-GB	S1B-043	think	absent	obj	English	spoken	0	8.9032042054
4459	ICE-GB	S1A-037	think	absent	obj	English	spoken	0	8.9032042054
4460	ICLE	SPM02009	think	present	obj	Spanish	written	7	8.9032042054
4461	ICLE	GEAU1065	think	present	obj	German	written	0	8.9032042054
4462	ICE-GB	W1B-010	think	absent	obj	English	written	0	8.9032042054
4463	ICLE	SPM03051	think	present	obj	Spanish	written	0	8.9032042054
4464	ICE-GB	S1B-048	think	absent	obj	English	spoken	0	8.9032042054
4465	ICLE	SPM04033	think	absent	obj	Spanish	written	16	8.9032042054
4466	ICLE	SPAL1008	think	present	obj	Spanish	written	12	16.5252560249
4467	ICE-GB	S1A-009	think	absent	obj	English	spoken	0	8.9105461808
4468	ICE-GB	S2B-049	think	absent	obj	English	spoken	0	8.9105461808
4469	ICE-GB	S2B-003	think	present	obj	English	spoken	0	8.9105461808
4470	ICE-GB	S1B-028	think	present	obj	English	spoken	0	8.9105461808
4471	ICE-GB	S1B-036	think	present	obj	English	spoken	0	8.9105461808
4472	ICE-GB	S1A-022	think	absent	obj	English	spoken	0	8.9105461808
4473	ICE-GB	S1B-045	think	absent	obj	English	spoken	0	8.9105461808
4474	ICLE	GEAU1026	think	present	obj	German	written	0	12.8248163067
4475	ICLE	GEBA1053	think	absent	obj	German	written	0	14.9402935241
4476	ICE-GB	S1B-047	think	absent	obj	English	spoken	0	9.8387554977
4477	ICE-GB	S1A-053	think	absent	obj	English	spoken	0	9.8387554977
4478	ICE-GB	S1B-044	think	absent	obj	English	spoken	0	9.8387554977
4479	ICE-GB	S1B-040	think	absent	obj	English	spoken	0	9.8387554977
4480	ICLE	GEAU4012	think	present	obj	German	written	0	15.5252560249
4481	ICLE	GEAU3066	think	absent	obj	German	written	0	12.0658244062
4482	ICE-GB	S1B-031	think	absent	obj	English	spoken	0	10.1677040202
4483	ICE-GB	S1B-032	think	absent	obj	English	spoken	0	15.5252560249
4484	ICLE	SPM03044	think	present	obj	Spanish	written	0	16.5252560249
4485	ICLE	SPM04037	think	present	obj	Spanish	written	0	16.5252560249
4486	ICLE	SPM05002	think	present	obj	Spanish	written	0	16.5252560249
4487	ICLE	SPM05001	think	present	obj	Spanish	written	0	16.5252560249
4488	LINDSEI	GE033	think	absent	obj	German	spoken	0	11.8248163067
4489	ICE-GB	S1A-065	think	absent	obj	English	spoken	0	13.7179011028
4490	ICE-GB	S2B-028	think	present	obj	English	spoken	0	16.5252560249
4491	ICE-GB	S1B-040	think	absent	obj	English	spoken	0	16.5252560249
4492	ICE-GB	S1B-027	think	absent	obj	English	spoken	0	14.9402935241
4493	ICLE	SPM07019	think	present	obj	Spanish	written	13	16.5252560249
4494	ICE-GB	S1A-022	think	absent	obj	English	spoken	0	13.9402935241
4495	LINDSEI	GE027	think	absent	obj	German	spoken	0	5.7098727291
4496	ICE-GB	S1A-054	think	absent	obj	English	spoken	0	5.7098727291
4497	LINDSEI	SP021	think	absent	obj	Spanish	spoken	0	5.7098727291
4498	LINDSEI	GE035	think	absent	obj	German	spoken	0	5.7098727291
4499	ICE-GB	S1A-038	think	absent	obj	English	spoken	0	5.7098727291
4500	ICE-GB	S1B-072	think	absent	obj	English	spoken	0	5.7098727291
4501	LINDSEI	GE027	think	absent	obj	German	spoken	0	5.7098727291
4502	ICLE	SPAL1005	think	present	obj	Spanish	written	0	5.7098727291
4503	ICLE	GEAU1004	think	absent	obj	German	written	0	5.7098727291
4504	ICE-GB	S1A-061	think	absent	obj	English	spoken	0	5.7098727291
4505	ICE-GB	S1A-023	think	absent	obj	English	spoken	0	5.7098727291
4506	ICE-GB	S1A-073	think	absent	obj	English	spoken	0	5.7098727291
4507	ICLE	SPM06004	think	absent	obj	Spanish	written	0	5.7098727291
4508	LINDSEI	GE049	think	absent	obj	German	spoken	0	5.7098727291
4509	ICLE	SPM09002	think	present	obj	Spanish	written	0	5.7098727291
4510	LINDSEI	SP008	think	absent	obj	Spanish	spoken	0	5.7098727291
4511	ICE-GB	S1A-054	think	absent	obj	English	spoken	0	5.7098727291
4512	LINDSEI	GE049	think	absent	obj	German	spoken	0	5.7098727291
4513	LINDSEI	GE035	think	absent	obj	German	spoken	0	5.7098727291
4514	LINDSEI	SP022	think	absent	obj	Spanish	spoken	0	5.7098727291
4515	LINDSEI	SP014	think	absent	obj	Spanish	spoken	0	5.7098727291
4516	ICE-GB	S1A-074	think	absent	obj	English	spoken	0	5.7098727291
4517	LINDSEI	SP048	think	absent	obj	Spanish	spoken	0	5.7098727291
4518	ICE-GB	S1A-070	think	absent	obj	English	spoken	0	5.7098727291
4519	LINDSEI	GE018	think	absent	obj	German	spoken	0	5.7098727291
4520	LINDSEI	SP022	think	absent	obj	Spanish	spoken	0	5.7098727291
4521	ICLE	SPM08002	think	absent	obj	Spanish	written	2	5.7098727291
4522	ICLE	GESA3001	think	absent	obj	German	written	0	5.7098727291
4523	ICE-GB	S1B-035	think	present	obj	English	spoken	0	5.7098727291
4524	ICLE	SPM06005	think	absent	obj	Spanish	written	0	5.7098727291
4525	LINDSEI	SP048	think	absent	obj	Spanish	spoken	0	5.7098727291
4526	LINDSEI	SP035	think	absent	obj	Spanish	spoken	0	5.7098727291
4527	LINDSEI	SP011	think	present	obj	Spanish	spoken	0	5.7098727291
4528	LINDSEI	SP027	think	absent	obj	Spanish	spoken	0	5.7098727291
4529	ICE-GB	S1A-090	think	absent	obj	English	spoken	0	5.7098727291
4530	ICE-GB	S1A-006	think	absent	obj	English	spoken	0	5.7098727291
4531	ICE-GB	W2F-007	think	absent	obj	English	written	0	5.7098727291
4532	LINDSEI	SP047	think	present	obj	Spanish	spoken	0	5.7098727291
4533	ICE-GB	S1A-019	think	absent	obj	English	spoken	0	5.7098727291
4534	ICE-GB	W1B-014	think	absent	obj	English	written	0	5.7098727291
4535	LINDSEI	SP012	think	absent	obj	Spanish	spoken	0	5.7098727291
4536	LINDSEI	SP002	think	absent	obj	Spanish	spoken	14	5.7098727291
4537	LINDSEI	SP017	think	absent	obj	Spanish	spoken	0	5.7098727291
4538	LINDSEI	GE007	think	absent	obj	German	spoken	0	5.7098727291
4539	ICE-GB	W2F-006	think	absent	obj	English	written	0	5.7098727291
4540	ICLE	SPM08002	think	absent	obj	Spanish	written	0	5.7098727291
4541	LINDSEI	SP012	think	absent	obj	Spanish	spoken	0	5.7098727291
4542	LINDSEI	SP018	think	absent	obj	Spanish	spoken	0	5.7098727291
4543	LINDSEI	GE036	think	present	obj	German	spoken	0	5.7098727291
4544	LINDSEI	SP006	think	absent	obj	Spanish	spoken	0	5.7098727291
4545	ICE-GB	W2F-007	think	absent	obj	English	written	9	5.7098727291
4546	LINDSEI	GE020	think	absent	obj	German	spoken	0	5.7098727291
4547	LINDSEI	SP022	think	present	obj	Spanish	spoken	0	5.7098727291
4548	LINDSEI	SP015	think	absent	obj	Spanish	spoken	0	5.7098727291
4549	ICE-GB	S1A-031	think	absent	obj	English	spoken	0	5.7098727291
4550	LINDSEI	GE009	think	absent	obj	German	spoken	0	5.7098727291
4551	ICE-GB	S1B-035	think	absent	obj	English	spoken	0	5.7098727291
4552	LINDSEI	SP018	think	present	obj	Spanish	spoken	0	5.7098727291
4553	LINDSEI	GE027	think	present	obj	German	spoken	0	5.7098727291
4554	LINDSEI	SP008	think	absent	obj	Spanish	spoken	0	5.7098727291
4555	LINDSEI	SP012	think	absent	obj	Spanish	spoken	0	5.7098727291
4556	LINDSEI	SP002	think	absent	obj	Spanish	spoken	0	5.7098727291
4557	ICE-GB	S1A-062	think	absent	obj	English	spoken	0	5.7098727291
4558	ICE-GB	S1B-062	think	absent	obj	English	spoken	0	5.7098727291
4559	ICE-GB	S1A-019	think	absent	obj	English	spoken	0	5.7098727291
4560	ICE-GB	S1A-040	think	absent	obj	English	spoken	0	5.7098727291
4561	LINDSEI	GE023	think	absent	obj	German	spoken	0	5.7098727291
4562	LINDSEI	SP004	think	absent	obj	Spanish	spoken	0	5.7098727291
4563	ICE-GB	S1A-021	think	absent	obj	English	spoken	0	5.7098727291
4564	ICE-GB	S1B-046	think	absent	obj	English	spoken	0	5.7098727291
4565	LINDSEI	SP021	think	absent	obj	Spanish	spoken	0	5.7098727291
4566	LINDSEI	SP046	think	absent	obj	Spanish	spoken	21	5.7098727291
4567	ICE-GB	S1B-079	think	absent	obj	English	spoken	0	5.7098727291
4568	ICLE	SPAL1007	think	present	obj	Spanish	written	0	5.7098727291
4569	LINDSEI	SP048	think	absent	obj	Spanish	spoken	0	5.7098727291
4570	ICE-GB	S1A-017	think	absent	obj	English	spoken	0	5.7098727291
4571	LINDSEI	SP008	think	absent	obj	Spanish	spoken	0	5.7098727291
4572	LINDSEI	SP019	think	absent	obj	Spanish	spoken	0	5.7098727291
4573	ICE-GB	S1A-072	think	absent	obj	English	spoken	0	5.7098727291
4574	LINDSEI	SP023	think	absent	obj	Spanish	spoken	0	5.7098727291
4575	LINDSEI	SP004	think	absent	obj	Spanish	spoken	0	5.7098727291
4576	LINDSEI	SP015	think	absent	obj	Spanish	spoken	0	5.7098727291
4577	LINDSEI	SP019	think	absent	obj	Spanish	spoken	0	5.7098727291
4578	LINDSEI	GE009	think	absent	obj	German	spoken	0	5.7098727291
4579	ICE-GB	S2A-062	think	absent	obj	English	spoken	0	5.7098727291
4580	LINDSEI	SP024	think	absent	obj	Spanish	spoken	0	5.7098727291
4581	LINDSEI	SP004	think	absent	obj	Spanish	spoken	0	5.7098727291
4582	LINDSEI	SP036	think	absent	obj	Spanish	spoken	0	5.7098727291
4583	ICE-GB	S2B-003	think	absent	obj	English	spoken	0	5.7098727291
4584	ICE-GB	S1A-054	think	absent	obj	English	spoken	0	5.7098727291
4585	LINDSEI	GE044	think	absent	obj	German	spoken	0	5.7098727291
4586	ICE-GB	S1A-022	think	absent	obj	English	spoken	0	5.7098727291
4587	LINDSEI	SP047	think	absent	obj	Spanish	spoken	0	5.7098727291
4588	LINDSEI	GE012	think	absent	obj	German	spoken	0	5.7098727291
4589	LINDSEI	SP004	think	absent	obj	Spanish	spoken	0	5.7098727291
4590	LINDSEI	GE020	think	absent	obj	German	spoken	0	5.7098727291
4591	ICE-GB	S1A-054	think	absent	obj	English	spoken	0	5.7098727291
4592	ICE-GB	S1A-031	think	absent	obj	English	spoken	0	5.7098727291
4593	LINDSEI	SP046	think	absent	obj	Spanish	spoken	0	5.7098727291
4594	ICE-GB	S1A-083	think	absent	obj	English	spoken	0	5.7098727291
4595	LINDSEI	SP007	think	absent	obj	Spanish	spoken	0	5.7098727291
4596	LINDSEI	SP010	think	absent	obj	Spanish	spoken	0	5.7098727291
4597	ICE-GB	S1A-080	think	absent	obj	English	spoken	0	5.7098727291
4598	ICLE	SPM06009	think	present	obj	Spanish	written	0	5.7098727291
4599	LINDSEI	SP010	think	present	obj	Spanish	spoken	0	5.7098727291
4600	LINDSEI	GE009	think	absent	obj	German	spoken	0	5.7098727291
4601	ICE-GB	S1A-045	think	absent	obj	English	spoken	0	5.7098727291
4602	LINDSEI	SP004	think	absent	obj	Spanish	spoken	0	5.7098727291
4603	ICLE	GEAU4007	think	absent	obj	German	written	0	5.535152061
4604	ICE-GB	S1A-003	think	absent	obj	English	spoken	0	9.335431466
4605	ICE-GB	S1A-001	think	absent	obj	English	spoken	0	9.335431466
4606	LINDSEI	GE013	think	absent	obj	German	spoken	0	9.335431466
4607	ICE-GB	S1A-094	think	absent	obj	English	spoken	0	9.335431466
4608	ICE-GB	S1A-041	think	absent	obj	English	spoken	0	9.335431466
4609	ICE-GB	S1A-008	think	absent	obj	English	spoken	0	11.7179011028
4610	ICE-GB	S1A-020	think	present	obj	English	spoken	0	10.7703685227
4611	ICLE	GESA5041	think	present	obj	German	written	17	10.7703685227
4612	ICE-GB	S2A-061	think	absent	obj	English	spoken	5	10.6426129755
4613	ICE-GB	S1B-039	think	absent	obj	English	spoken	0	16.5252560249
4614	ICE-GB	W2A-017	think	present	obj	English	written	0	11.239853806
4615	ICLE	GEBA1030	think	present	obj	German	written	0	11.239853806
4616	LINDSEI	SP015	think	present	obj	Spanish	spoken	0	14.9402935241
4617	ICLE	SPM02010	think	absent	obj	Spanish	written	0	14.5252560249
4618	ICLE	SPM05001	think	present	obj	Spanish	written	13	14.5252560249
4619	ICLE	GEAU1090	think	absent	obj	German	written	0	14.5252560249
4620	ICE-GB	S2B-011	think	absent	obj	English	spoken	0	14.5252560249
4621	ICLE	SPM03022	think	present	obj	Spanish	written	0	14.5252560249
4622	ICE-GB	S1A-027	think	absent	obj	English	spoken	0	14.5252560249
4623	LINDSEI	GE034	think	present	obj	German	spoken	0	3.3589359996
4624	LINDSEI	GE042	think	absent	obj	German	spoken	0	3.3589359996
4625	ICE-GB	S1A-054	think	absent	obj	English	spoken	0	3.3589359996
4626	ICE-GB	S1B-001	think	absent	obj	English	spoken	16	3.3589359996
4627	ICE-GB	S1A-067	think	absent	obj	English	spoken	0	3.3589359996
4628	ICE-GB	S1A-005	think	absent	obj	English	spoken	0	3.3589359996
4629	ICE-GB	S1B-053	think	absent	obj	English	spoken	0	3.3589359996
4630	ICE-GB	S1B-019	think	absent	obj	English	spoken	0	3.3589359996
4631	ICE-GB	S1B-035	think	absent	obj	English	spoken	0	3.3589359996
4632	ICE-GB	S1A-053	think	absent	obj	English	spoken	0	3.3589359996
4633	LINDSEI	GE042	think	absent	obj	German	spoken	0	3.3589359996
4634	ICE-GB	S1B-064	think	absent	obj	English	spoken	0	3.3589359996
4635	ICE-GB	S1B-026	think	absent	obj	English	spoken	0	3.3589359996
4636	ICE-GB	S1A-079	think	absent	obj	English	spoken	0	3.3589359996
4637	LINDSEI	SP021	think	present	obj	Spanish	spoken	0	3.3589359996
4638	ICE-GB	S1A-020	think	absent	obj	English	spoken	0	3.3589359996
4639	ICE-GB	S1A-024	think	absent	obj	English	spoken	0	3.3589359996
4640	ICE-GB	S1B-047	think	absent	obj	English	spoken	0	3.3589359996
4641	ICE-GB	S1B-022	think	present	obj	English	spoken	0	3.3589359996
4642	ICE-GB	S1A-009	think	absent	obj	English	spoken	0	3.3589359996
4643	ICE-GB	S1A-001	think	absent	obj	English	spoken	0	3.3589359996
4644	ICE-GB	S1A-075	think	absent	obj	English	spoken	0	3.3589359996
4645	LINDSEI	SP008	think	absent	obj	Spanish	spoken	0	3.3589359996
4646	ICE-GB	S1B-042	think	absent	obj	English	spoken	0	3.3589359996
4647	ICE-GB	S1B-020	think	absent	obj	English	spoken	0	3.3589359996
4648	ICE-GB	S1B-039	think	absent	obj	English	spoken	0	3.3589359996
4649	ICE-GB	S1B-047	think	absent	obj	English	spoken	0	3.3589359996
4650	ICE-GB	S1A-020	think	absent	obj	English	spoken	0	3.3589359996
4651	ICE-GB	S1B-063	think	absent	obj	English	spoken	0	3.3589359996
4652	ICE-GB	S1A-086	think	absent	obj	English	spoken	0	3.3589359996
4653	ICE-GB	S1A-001	think	absent	obj	English	spoken	0	3.3589359996
4654	ICE-GB	S1A-008	think	absent	obj	English	spoken	0	3.3589359996
4655	ICE-GB	S1B-037	think	absent	obj	English	spoken	0	3.3589359996
4656	ICE-GB	S1A-053	think	absent	obj	English	spoken	0	3.3589359996
4657	ICE-GB	S1B-048	think	absent	obj	English	spoken	0	3.3589359996
4658	LINDSEI	GE009	think	absent	obj	German	spoken	0	3.3589359996
4659	ICE-GB	S1B-047	think	absent	obj	English	spoken	0	3.3589359996
4660	ICE-GB	S1A-054	think	absent	obj	English	spoken	0	3.3589359996
4661	ICE-GB	S1B-033	think	absent	obj	English	spoken	0	3.3589359996
4662	LINDSEI	GE007	think	present	obj	German	spoken	0	3.3589359996
4663	ICE-GB	S1A-033	think	absent	obj	English	spoken	0	3.3589359996
4664	ICE-GB	S1B-019	think	absent	obj	English	spoken	0	3.3589359996
4665	ICE-GB	S1A-065	think	absent	obj	English	spoken	0	3.3589359996
4666	ICE-GB	S2B-014	think	absent	obj	English	spoken	4	3.3589359996
4667	LINDSEI	GE041	think	absent	obj	German	spoken	0	3.3589359996
4668	ICE-GB	S1A-075	think	absent	obj	English	spoken	0	3.3589359996
4669	LINDSEI	GE045	think	absent	obj	German	spoken	0	3.3589359996
4670	ICE-GB	S1B-072	think	absent	obj	English	spoken	0	3.3589359996
4671	ICE-GB	S1A-074	think	absent	obj	English	spoken	0	3.3589359996
4672	ICE-GB	S1B-043	think	absent	obj	English	spoken	0	3.3589359996
4673	ICE-GB	S1B-072	think	absent	obj	English	spoken	0	3.3589359996
4674	ICE-GB	S1B-078	think	absent	obj	English	spoken	0	3.3589359996
4675	ICE-GB	S1A-089	think	absent	obj	English	spoken	0	3.3589359996
4676	ICE-GB	S1A-003	think	absent	obj	English	spoken	0	3.3589359996
4677	LINDSEI	GE029	think	present	obj	German	spoken	0	3.3589359996
4678	ICE-GB	S2A-007	think	absent	obj	English	spoken	0	3.3589359996
4679	ICE-GB	S2B-013	think	absent	obj	English	spoken	0	3.3589359996
4680	LINDSEI	GE046	think	absent	obj	German	spoken	0	3.3589359996
4681	ICE-GB	S1A-007	think	absent	obj	English	spoken	0	3.3589359996
4682	LINDSEI	GE042	think	absent	obj	German	spoken	0	3.3589359996
4683	ICE-GB	W1B-014	think	absent	obj	English	written	0	3.3589359996
4684	ICE-GB	S1A-005	think	absent	obj	English	spoken	0	3.3589359996
4685	ICE-GB	S1A-080	think	absent	obj	English	spoken	0	3.3589359996
4686	ICE-GB	S1B-072	think	absent	obj	English	spoken	0	3.3589359996
4687	ICE-GB	S1B-078	think	absent	obj	English	spoken	0	3.3589359996
4688	LINDSEI	GE023	think	present	obj	German	spoken	0	3.3589359996
4689	ICE-GB	S1A-060	think	present	obj	English	spoken	0	3.3589359996
4690	LINDSEI	GE034	think	absent	obj	German	spoken	0	3.3589359996
4691	LINDSEI	SP030	think	present	obj	Spanish	spoken	0	3.3589359996
4692	ICE-GB	S1B-006	think	absent	obj	English	spoken	0	3.3589359996
4693	ICE-GB	S1A-059	think	absent	obj	English	spoken	0	3.3589359996
4694	ICE-GB	S1A-053	think	absent	obj	English	spoken	0	3.3589359996
4695	LINDSEI	SP024	think	present	obj	Spanish	spoken	0	3.3589359996
4696	ICE-GB	S1A-031	think	absent	obj	English	spoken	0	3.3589359996
4697	ICE-GB	S1A-035	think	absent	obj	English	spoken	0	3.3589359996
4698	LINDSEI	GE042	think	absent	obj	German	spoken	0	3.3589359996
4699	ICLE	GEAU3050	think	present	obj	German	written	0	3.3589359996
4700	ICE-GB	S1A-022	think	absent	obj	English	spoken	0	3.3589359996
4701	ICE-GB	S1A-011	think	absent	obj	English	spoken	0	3.3589359996
4702	ICE-GB	S1B-078	think	present	obj	English	spoken	0	3.3589359996
4703	ICE-GB	S1B-006	think	absent	obj	English	spoken	0	3.3589359996
4704	ICE-GB	S1B-078	think	absent	obj	English	spoken	0	3.3589359996
4705	ICE-GB	S1B-037	think	absent	obj	English	spoken	0	3.3589359996
4706	ICE-GB	S1A-051	think	absent	obj	English	spoken	0	3.3589359996
4707	ICE-GB	S1A-054	think	absent	obj	English	spoken	0	3.3589359996
4708	ICE-GB	S1A-053	think	absent	obj	English	spoken	0	3.3589359996
4709	ICE-GB	S1B-036	think	absent	obj	English	spoken	0	3.3589359996
4710	LINDSEI	GE012	think	absent	obj	German	spoken	0	3.3589359996
4711	ICE-GB	S1A-002	think	absent	obj	English	spoken	0	3.3589359996
4712	ICE-GB	S1A-023	think	absent	obj	English	spoken	0	3.3589359996
4713	ICE-GB	S1B-035	think	absent	obj	English	spoken	0	3.3589359996
4714	ICE-GB	S1B-033	think	absent	obj	English	spoken	0	3.3589359996
4715	LINDSEI	SP001	think	absent	obj	Spanish	spoken	0	3.3589359996
4716	LINDSEI	GE001	think	absent	obj	German	spoken	0	3.3589359996
4717	ICE-GB	S1B-027	think	absent	obj	English	spoken	0	3.3589359996
4718	LINDSEI	GE042	think	absent	obj	German	spoken	0	3.3589359996
4719	ICE-GB	S1A-026	think	absent	obj	English	spoken	0	3.3589359996
4720	ICE-GB	S1A-058	think	absent	obj	English	spoken	0	3.3589359996
4721	ICE-GB	S1A-057	think	absent	obj	English	spoken	0	3.3589359996
4722	ICE-GB	S1B-029	think	absent	obj	English	spoken	0	3.3589359996
4723	ICE-GB	S1B-003	think	absent	obj	English	spoken	0	3.3589359996
4724	ICE-GB	S1A-002	think	absent	obj	English	spoken	0	3.3589359996
4725	ICLE	GESA5024	think	absent	obj	German	written	0	3.3589359996
4726	ICE-GB	S1B-076	think	absent	obj	English	spoken	0	3.3589359996
4727	ICE-GB	S1B-022	think	present	obj	English	spoken	0	3.3589359996
4728	ICE-GB	S2B-007	think	present	obj	English	spoken	0	3.3589359996
4729	ICE-GB	S1A-042	think	absent	obj	English	spoken	0	3.3589359996
4730	ICE-GB	S1B-039	think	absent	obj	English	spoken	0	3.3589359996
4731	ICE-GB	S2A-060	think	present	obj	English	spoken	14	3.3589359996
4732	ICE-GB	W2C-003	think	absent	obj	English	written	0	3.3589359996
4733	ICE-GB	W1B-005	think	absent	obj	English	written	0	3.3589359996
4734	LINDSEI	GE030	think	absent	obj	German	spoken	0	3.3589359996
4735	ICE-GB	S1B-076	think	absent	obj	English	spoken	0	3.3589359996
